Station;010 Wedding;032 Grunewald;042 Neukölln;077 Buch;085 Friedrichshagen;117 Schildhornstraße;124 Mariendorfer Damm;143 Silbersteinstraße;144 Silbersteinstraße;171 Mitte;174 Frankfurter Allee;190 Leipziger Straße;221 Karl-Marx-Straße
02.07.2023 19:00;22;18;20;24;17;19;22;21;24;21;;26;22
02.07.2023 20:00;23;18;19;23;16;19;21;20;24;20;;24;21
02.07.2023 21:00;19;17;18;21;16;19;21;19;23;19;;23;23
02.07.2023 22:00;20;18;19;19;16;19;21;22;26;19;;22;22
02.07.2023 23:00;20;17;19;20;17;19;21;23;27;19;;22;24
03.07.2023 00:00;18;15;17;17;16;18;21;20;23;17;;20;21
03.07.2023 01:00;17;15;16;16;15;19;20;20;21;16;;19;19
03.07.2023 02:00;16;15;15;14;14;24;21;19;20;16;;19;18
03.07.2023 03:00;17;15;15;15;15;18;19;19;20;16;;20;19
03.07.2023 04:00;17;14;15;15;15;19;20;20;21;18;;20;20
03.07.2023 05:00;17;14;16;15;16;20;22;20;22;18;;21;19
03.07.2023 06:00;19;15;16;16;16;21;23;21;23;18;;23;20
03.07.2023 07:00;19;15;16;16;16;23;27;26;28;20;;24;22
03.07.2023 08:00;20;16;18;16;18;24;34;33;;26;;29;24
03.07.2023 09:00;24;16;18;20;18;21;31;25;27;36;;27;25
03.07.2023 10:00;21;16;18;21;17;20;24;22;23;31;;36;22
03.07.2023 11:00;23;16;18;20;16;20;25;23;24;25;;26;23
03.07.2023 12:00;23;14;17;18;17;17;21;19;22;21;;;20
03.07.2023 13:00;21;15;17;23;15;17;21;19;22;25;;27;20
03.07.2023 14:00;22;17;20;20;15;20;24;22;27;26;;33;21
03.07.2023 15:00;25;18;21;22;16;22;23;23;28;30;;33;24
03.07.2023 16:00;23;18;20;21;18;20;22;22;26;27;;33;24
03.07.2023 17:00;23;17;21;22;17;21;24;22;25;23;;30;24
03.07.2023 18:00;23;17;21;22;17;20;22;20;24;23;;42;23
03.07.2023 19:00;21;16;19;20;16;19;20;20;24;20;;23;21
03.07.2023 20:00;19;16;18;20;16;19;20;20;23;18;;23;22
03.07.2023 21:00;20;16;19;20;16;19;22;21;24;18;;23;24
03.07.2023 22:00;22;16;21;18;18;21;25;23;27;20;;24;26
03.07.2023 23:00;22;16;25;18;20;24;25;26;29;20;;27;26
04.07.2023 00:00;22;17;21;19;16;24;24;26;28;22;;28;28
04.07.2023 01:00;21;18;19;20;15;22;23;22;23;22;;27;26
04.07.2023 02:00;19;18;16;20;14;20;20;20;21;19;;25;23
04.07.2023 03:00;18;16;15;19;13;19;20;19;20;18;;24;21
04.07.2023 04:00;19;17;16;17;14;20;20;20;22;20;;25;21
04.07.2023 05:00;19;16;15;18;14;19;21;20;22;19;;22;19
04.07.2023 06:00;22;16;15;20;13;18;20;20;22;19;;;19
04.07.2023 07:00;21;15;16;20;13;18;21;22;24;21;;;19
04.07.2023 08:00;22;16;18;21;15;19;25;20;23;26;;;22
04.07.2023 09:00;19;14;20;16;16;19;25;20;22;27;;;22
04.07.2023 10:00;20;13;16;14;15;17;23;20;22;24;;;19
04.07.2023 11:00;25;13;15;16;13;16;20;19;21;23;;;20
04.07.2023 12:00;19;12;16;16;13;16;19;19;23;21;;25;18
04.07.2023 13:00;22;11;15;15;14;15;17;17;20;21;;22;17
04.07.2023 14:00;19;14;22;17;12;19;22;19;22;24;;26;19
04.07.2023 15:00;24;16;22;19;15;20;23;21;24;24;;30;23
04.07.2023 16:00;21;14;21;18;15;18;23;19;23;28;22;33;20
04.07.2023 17:00;20;13;17;16;14;16;19;20;23;22;20;25;18
04.07.2023 18:00;20;14;18;17;13;16;22;17;21;19;19;24;19
04.07.2023 19:00;18;16;17;16;15;18;19;17;21;18;19;24;20
04.07.2023 20:00;16;15;18;17;15;18;20;18;22;17;20;22;21
04.07.2023 21:00;16;15;18;15;15;19;20;19;23;18;21;22;22
04.07.2023 22:00;18;15;19;15;14;22;21;22;24;18;21;22;24
04.07.2023 23:00;24;14;20;14;15;24;24;25;28;20;25;24;30
05.07.2023 00:00;21;14;21;16;17;23;22;24;26;24;28;28;27
05.07.2023 01:00;25;14;20;18;18;23;21;24;27;22;27;;27
05.07.2023 02:00;22;14;19;18;17;22;21;24;27;21;25;;25
05.07.2023 03:00;20;15;18;17;16;22;20;24;27;20;24;;25
05.07.2023 04:00;20;16;17;16;16;20;20;23;25;20;23;;23
05.07.2023 05:00;19;16;15;15;16;19;20;20;22;19;22;;21
05.07.2023 06:00;19;15;15;16;15;19;19;22;24;19;23;;20
05.07.2023 07:00;19;15;16;16;16;41;20;24;27;22;26;;21
05.07.2023 08:00;21;17;19;18;17;28;23;24;28;37;26;;28
05.07.2023 09:00;26;21;20;21;17;35;32;24;26;42;32;;34
05.07.2023 10:00;30;21;21;23;18;28;27;28;33;34;47;;29
05.07.2023 11:00;30;22;23;23;19;27;28;32;36;57;35;;32
05.07.2023 12:00;22;19;21;22;14;24;24;25;29;32;30;;25
05.07.2023 13:00;19;14;16;17;10;19;19;20;22;81;24;;23
05.07.2023 14:00;16;12;21;15;7;15;18;16;19;40;20;;18
05.07.2023 15:00;14;10;22;12;7;16;21;17;21;29;21;;21
05.07.2023 16:00;16;12;18;14;7;15;18;18;19;27;21;;18
05.07.2023 17:00;17;14;15;12;13;18;20;18;20;18;17;;25
05.07.2023 18:00;18;14;17;18;16;16;20;20;21;22;21;;26
05.07.2023 19:00;15;11;15;15;12;13;18;15;16;17;17;;17
05.07.2023 20:00;12;10;14;14;9;10;13;13;15;13;16;;16
05.07.2023 21:00;12;11;14;14;9;11;14;13;14;12;15;;13
05.07.2023 22:00;11;13;13;13;9;11;14;15;16;12;15;;15
05.07.2023 23:00;14;11;17;13;10;13;17;15;17;14;16;;16
06.07.2023 00:00;15;12;14;14;10;14;16;16;18;14;18;;17
06.07.2023 01:00;18;14;14;15;12;14;17;16;19;17;21;;17
06.07.2023 02:00;19;13;13;12;12;15;17;16;18;15;21;;17
06.07.2023 03:00;15;13;12;12;12;15;19;18;19;15;19;;17
06.07.2023 04:00;14;11;13;12;13;15;18;17;17;14;18;;19
06.07.2023 05:00;13;11;14;12;12;15;21;18;19;16;19;;18
06.07.2023 06:00;22;11;13;12;12;16;20;18;19;15;18;;18
06.07.2023 07:00;24;11;13;13;12;17;21;22;24;16;19;;19
06.07.2023 08:00;13;9;14;11;13;14;26;18;19;16;18;;19
06.07.2023 09:00;15;9;11;12;11;;18;13;14;17;17;;15
06.07.2023 10:00;11;8;12;20;10;;14;12;14;15;16;;14
06.07.2023 11:00;11;8;9;8;8;17;14;17;14;12;13;;12
06.07.2023 12:00;11;8;10;8;8;15;15;15;16;13;13;;13
06.07.2023 13:00;11;8;10;9;8;11;14;13;15;17;14;;13
06.07.2023 14:00;13;8;13;10;8;44;15;13;15;11;13;;13
06.07.2023 15:00;12;8;16;9;8;25;15;14;17;13;13;;15
06.07.2023 16:00;11;8;22;9;8;14;13;12;13;12;12;;14
06.07.2023 17:00;10;7;10;8;8;22;15;12;12;10;9;14;11
06.07.2023 18:00;9;8;10;8;7;11;12;12;13;;9;14;12
06.07.2023 19:00;9;8;11;8;7;10;13;12;13;;9;14;14
06.07.2023 20:00;10;8;13;8;7;10;12;11;13;;11;13;15
06.07.2023 21:00;11;9;13;9;8;12;15;13;15;;10;18;14
06.07.2023 22:00;13;10;15;10;9;14;16;21;23;;11;19;21
06.07.2023 23:00;20;10;18;10;10;16;18;25;27;;12;17;24
07.07.2023 00:00;27;11;21;9;11;16;21;27;29;;17;19;28
07.07.2023 01:00;19;10;20;10;11;15;23;30;30;;20;20;30
07.07.2023 02:00;19;11;20;13;12;17;20;27;28;;19;19;31
07.07.2023 03:00;18;11;21;14;13;16;20;24;25;;20;20;29
07.07.2023 04:00;17;12;17;14;13;16;21;24;25;;19;25;21
07.07.2023 05:00;18;13;15;13;13;17;21;24;26;;18;22;22
07.07.2023 06:00;17;13;15;13;12;18;21;26;28;;22;24;24
07.07.2023 07:00;20;13;19;13;13;23;23;50;50;;23;27;27
07.07.2023 08:00;24;13;18;12;15;22;20;27;31;;20;27;32
07.07.2023 09:00;26;12;13;11;14;16;19;19;24;;24;24;22
07.07.2023 10:00;23;13;14;15;10;15;16;20;25;;19;21;19
07.07.2023 11:00;13;8;12;12;10;14;16;15;19;;15;17;16
07.07.2023 12:00;12;8;10;11;8;13;11;14;15;15;13;15;13
07.07.2023 13:00;9;7;10;10;8;14;11;13;15;12;12;14;12
07.07.2023 14:00;9;8;13;10;8;13;;11;14;13;11;14;12
07.07.2023 15:00;11;8;16;8;8;11;12;14;16;13;13;16;13
07.07.2023 16:00;11;8;10;8;8;11;13;15;17;15;11;15;14
07.07.2023 17:00;11;9;11;10;8;11;12;16;17;14;13;16;14
07.07.2023 18:00;11;9;9;10;9;12;12;14;15;14;13;16;15
07.07.2023 19:00;11;10;12;10;9;13;14;14;17;13;14;17;15
07.07.2023 20:00;14;10;14;10;9;13;14;13;16;13;13;18;17
07.07.2023 21:00;13;10;16;12;11;15;16;15;19;14;12;17;21
07.07.2023 22:00;17;12;15;16;12;20;18;18;21;17;18;20;28
07.07.2023 23:00;19;13;21;15;13;25;21;22;26;19;22;22;34
08.07.2023 00:00;25;15;26;17;15;25;28;23;28;22;29;22;35
08.07.2023 01:00;22;17;21;20;17;24;26;22;26;28;28;27;30
08.07.2023 02:00;23;17;19;20;17;22;65;23;26;22;21;25;27
08.07.2023 03:00;22;17;19;20;17;22;27;23;25;21;22;24;25
08.07.2023 04:00;21;18;17;20;18;21;26;22;23;24;21;22;25
08.07.2023 05:00;20;17;16;18;17;22;23;23;24;20;23;24;23
08.07.2023 06:00;21;16;17;17;17;22;24;25;25;20;22;22;22
08.07.2023 07:00;23;16;18;18;17;22;24;24;26;18;22;22;24
08.07.2023 08:00;19;15;19;17;18;20;22;24;28;20;22;21;30
08.07.2023 09:00;17;14;17;17;17;18;18;22;25;20;20;22;25
08.07.2023 10:00;18;14;16;17;16;18;18;21;24;18;16;22;26
08.07.2023 11:00;16;13;13;15;15;19;15;21;25;18;14;22;18
08.07.2023 12:00;12;11;12;11;11;14;;15;18;14;12;17;16
08.07.2023 13:00;12;10;10;9;9;14;;16;18;14;11;16;14
08.07.2023 14:00;12;10;10;10;9;15;;16;18;15;11;16;15
08.07.2023 15:00;12;11;11;10;9;14;;14;16;14;11;17;15
08.07.2023 16:00;12;10;12;9;13;13;;16;16;13;11;16;16
08.07.2023 17:00;12;11;12;10;10;13;;14;16;13;10;18;15
08.07.2023 18:00;12;11;11;10;10;12;;14;15;13;10;18;15
08.07.2023 19:00;12;10;12;10;10;12;;13;15;12;10;23;16
08.07.2023 20:00;12;10;14;10;10;14;13;13;15;12;11;22;16
08.07.2023 21:00;15;11;19;15;13;15;16;15;18;13;11;23;19
08.07.2023 22:00;21;15;20;17;15;22;20;24;27;23;13;28;26
08.07.2023 23:00;18;15;18;17;13;18;15;17;19;17;13;21;20
09.07.2023 00:00;15;13;14;15;12;15;14;15;18;15;13;20;18
09.07.2023 01:00;16;13;13;15;13;15;15;15;19;15;15;19;17
09.07.2023 02:00;15;13;13;15;13;15;16;15;18;16;15;18;18
09.07.2023 03:00;16;13;18;15;14;16;16;15;18;15;15;18;18
09.07.2023 04:00;16;14;14;14;13;16;17;16;17;17;16;18;17
09.07.2023 05:00;14;14;15;13;13;18;18;18;20;16;17;21;18
09.07.2023 06:00;16;13;15;14;14;17;17;18;19;16;16;21;19
09.07.2023 07:00;16;13;13;15;15;16;17;16;18;16;16;18;18
09.07.2023 08:00;15;13;11;14;14;15;14;16;17;17;14;17;16
09.07.2023 09:00;14;14;12;14;12;15;14;17;20;15;15;16;16
09.07.2023 10:00;15;14;13;14;13;16;14;18;20;15;15;19;16
09.07.2023 11:00;15;14;13;13;14;17;;16;20;18;15;19;16
09.07.2023 12:00;15;13;11;13;13;16;;16;19;15;14;18;17
09.07.2023 13:00;14;13;11;12;11;15;;14;18;19;14;19;16
09.07.2023 14:00;14;13;12;12;11;15;;16;19;17;17;18;17
09.07.2023 15:00;15;13;13;13;11;16;;16;19;16;14;19;18
09.07.2023 16:00;15;13;12;12;11;16;;16;18;16;14;19;17
09.07.2023 17:00;16;14;13;12;11;16;;15;19;17;14;19;17
09.07.2023 18:00;15;15;13;12;12;16;;15;19;16;15;18;18
09.07.2023 19:00;15;16;13;13;13;17;;15;19;15;15;19;17
09.07.2023 20:00;16;15;15;14;13;18;15;16;19;17;16;21;19
09.07.2023 21:00;20;15;16;15;14;17;15;17;21;18;17;20;20
09.07.2023 22:00;20;16;18;17;18;18;17;19;23;18;20;22;23
09.07.2023 23:00;18;16;17;17;16;20;19;20;24;17;17;20;23
10.07.2023 00:00;16;17;15;18;17;18;19;21;24;16;18;19;21
10.07.2023 01:00;15;16;18;16;18;19;24;20;24;17;18;20;21
10.07.2023 02:00;14;16;16;17;18;19;19;20;23;16;17;18;21
10.07.2023 03:00;15;17;15;18;18;17;22;19;22;15;16;16;20
10.07.2023 04:00;17;17;15;19;17;27;18;18;20;18;17;19;19
10.07.2023 05:00;17;18;14;17;16;24;18;17;20;16;16;19;20
10.07.2023 06:00;18;17;15;16;16;19;17;20;22;19;21;19;19
10.07.2023 07:00;18;15;16;16;15;20;20;21;23;22;19;21;24
10.07.2023 08:00;28;22;22;16;17;28;30;29;30;35;24;31;28
10.07.2023 09:00;23;21;21;19;20;26;23;33;32;29;31;33;29
10.07.2023 10:00;25;19;20;18;20;28;24;31;34;25;27;38;27
10.07.2023 11:00;23;20;18;17;21;25;21;28;33;26;24;46;28
10.07.2023 12:00;24;17;17;16;19;21;23;24;28;24;25;38;25
10.07.2023 13:00;21;16;17;17;17;19;;23;27;25;22;34;24
10.07.2023 14:00;22;19;19;17;18;21;;24;27;25;23;35;23
10.07.2023 15:00;23;19;21;22;19;22;;25;29;31;23;37;27
10.07.2023 16:00;24;18;24;24;20;21;;25;27;29;23;37;27
10.07.2023 17:00;16;13;17;19;18;17;;19;21;20;18;25;21
10.07.2023 18:00;12;11;12;15;12;14;;14;15;14;14;20;15
10.07.2023 19:00;12;10;12;14;11;12;;14;14;13;13;18;14
10.07.2023 20:00;10;10;12;15;9;11;;12;13;11;13;17;15
10.07.2023 21:00;11;8;11;15;12;11;;12;13;11;14;17;13
10.07.2023 22:00;12;9;10;16;14;11;;12;12;11;14;16;13
10.07.2023 23:00;11;10;10;18;14;11;;12;14;11;15;14;13
11.07.2023 00:00;13;10;10;19;17;12;;13;14;14;17;16;14
11.07.2023 01:00;14;11;12;22;17;12;;14;15;14;18;15;15
11.07.2023 02:00;15;11;11;20;18;13;;14;14;14;18;15;14
11.07.2023 03:00;15;12;12;18;19;14;;14;15;13;17;16;14
11.07.2023 04:00;16;12;10;18;17;15;;13;14;13;16;16;13
11.07.2023 05:00;17;12;10;18;17;15;;14;15;16;17;17;14
11.07.2023 06:00;18;12;11;18;18;17;;18;20;14;20;18;16
11.07.2023 07:00;19;12;13;19;20;18;;19;20;14;21;19;21
11.07.2023 08:00;16;13;11;17;17;17;;19;19;34;17;18;18
11.07.2023 09:00;17;10;11;13;13;13;;15;17;32;18;18;16
11.07.2023 10:00;13;11;10;13;10;12;;14;16;21;17;18;18
11.07.2023 11:00;12;9;9;12;9;;;13;14;24;14;16;14
11.07.2023 12:00;14;11;10;12;8;16;;13;17;18;15;16;14
11.07.2023 13:00;;10;18;11;9;14;;15;17;16;16;18;16
11.07.2023 14:00;;10;16;11;9;33;;16;19;20;17;17;16
11.07.2023 15:00;15;10;18;12;10;;;15;18;23;15;17;22
11.07.2023 16:00;14;10;25;12;10;27;;14;16;19;16;17;16
11.07.2023 17:00;14;10;12;12;10;14;13;14;17;18;14;17;
11.07.2023 18:00;15;11;11;12;10;13;13;15;17;18;14;17;16
11.07.2023 19:00;14;11;13;14;10;14;12;15;18;17;15;18;17
11.07.2023 20:00;16;11;12;12;11;15;13;15;18;17;15;19;16
11.07.2023 21:00;17;11;12;12;12;14;11;17;20;17;16;19;20
11.07.2023 22:00;19;12;13;17;12;14;12;18;21;18;16;20;17
11.07.2023 23:00;16;12;13;22;13;15;12;17;20;18;17;19;18
12.07.2023 00:00;16;13;13;18;13;15;13;17;20;17;18;19;18
12.07.2023 01:00;15;13;13;20;12;14;12;16;19;16;16;18;16
12.07.2023 02:00;15;12;13;18;12;14;12;16;19;15;16;17;16
12.07.2023 03:00;15;13;13;20;12;15;18;16;19;15;16;18;16
12.07.2023 04:00;16;14;13;20;13;16;15;18;19;16;16;19;17
12.07.2023 05:00;17;15;14;18;14;19;17;19;21;17;17;19;17
12.07.2023 06:00;19;16;15;17;15;20;20;20;22;19;20;22;19
12.07.2023 07:00;23;17;20;18;16;22;31;24;28;30;25;29;24
12.07.2023 08:00;30;21;25;22;19;28;32;29;34;50;34;31;31
12.07.2023 09:00;36;19;26;23;21;34;37;32;35;49;30;34;29
12.07.2023 10:00;31;20;26;30;22;32;30;32;34;50;29;54;30
12.07.2023 11:00;18;11;17;20;17;24;25;19;22;26;18;25;21
12.07.2023 12:00;11;9;13;13;13;17;15;15;17;16;15;18;15
12.07.2023 13:00;11;7;12;10;10;54;;12;13;15;13;17;13
12.07.2023 14:00;11;7;10;9;8;187;;11;12;13;12;15;11
12.07.2023 15:00;12;7;10;8;7;25;;11;13;20;11;16;11
12.07.2023 16:00;13;8;12;9;8;16;15;12;14;22;11;20;12
12.07.2023 17:00;15;8;14;13;10;14;18;15;17;20;12;24;14
12.07.2023 18:00;15;9;14;11;9;13;15;13;15;17;12;18;14
12.07.2023 19:00;11;9;13;9;10;12;14;12;14;15;13;19;14
12.07.2023 20:00;11;10;13;10;9;12;14;12;14;20;12;16;15
12.07.2023 21:00;12;10;14;11;10;12;12;12;14;16;13;20;15
12.07.2023 22:00;13;9;16;11;11;14;14;15;17;15;13;18;18
12.07.2023 23:00;13;10;15;12;12;15;15;16;18;15;15;17;17
13.07.2023 00:00;12;10;14;13;11;15;12;15;16;15;13;16;17
13.07.2023 01:00;12;10;12;11;11;13;13;15;16;14;14;16;15
13.07.2023 02:00;12;10;11;12;11;12;15;14;15;14;15;14;14
13.07.2023 03:00;11;9;10;13;11;13;14;13;13;12;12;13;13
13.07.2023 04:00;12;9;10;13;10;12;13;13;13;12;12;14;14
13.07.2023 05:00;14;10;11;13;11;12;14;15;16;13;13;15;14
13.07.2023 06:00;12;10;11;14;11;13;19;14;15;14;14;16;16
13.07.2023 07:00;14;9;12;13;13;14;25;14;15;14;15;15;15
13.07.2023 08:00;15;9;11;15;12;33;20;13;14;26;15;23;15
13.07.2023 09:00;13;9;13;13;10;18;20;12;13;22;14;23;16
13.07.2023 10:00;12;8;12;13;10;13;16;12;13;18;13;20;14
13.07.2023 11:00;13;8;12;;15;14;15;12;13;15;14;21;16
13.07.2023 12:00;;10;12;10;10;18;15;14;15;16;18;20;15
13.07.2023 13:00;17;12;17;13;12;17;;17;20;32;16;26;17
13.07.2023 14:00;16;12;19;14;12;19;;15;18;25;16;23;17
13.07.2023 15:00;16;12;17;15;11;23;16;16;17;22;16;24;17
13.07.2023 16:00;16;11;15;15;11;43;18;15;17;29;15;24;18
13.07.2023 17:00;14;10;14;14;10;15;17;14;16;20;14;21;15
13.07.2023 18:00;11;8;13;11;9;12;14;13;14;29;12;17;15
13.07.2023 19:00;11;8;15;11;9;12;13;12;14;18;12;15;15
13.07.2023 20:00;25;16;23;24;14;21;21;26;25;29;19;30;23
13.07.2023 21:00;11;9;12;9;11;12;12;12;12;12;12;16;15
13.07.2023 22:00;11;9;12;9;9;12;13;13;15;12;13;16;15
13.07.2023 23:00;10;9;11;10;9;13;13;13;14;12;15;14;14
14.07.2023 00:00;10;8;11;11;9;12;14;14;15;12;14;14;14
14.07.2023 01:00;10;8;10;12;10;13;15;13;14;14;14;13;15
14.07.2023 02:00;9;8;9;12;10;11;14;12;12;12;11;13;13
14.07.2023 03:00;9;8;8;11;9;11;12;10;11;10;11;11;12
14.07.2023 04:00;9;8;8;11;9;10;15;10;11;11;12;12;13
14.07.2023 05:00;10;8;11;12;10;11;14;13;12;11;13;13;14
14.07.2023 06:00;12;8;9;12;12;12;15;18;15;12;15;13;13
14.07.2023 07:00;13;9;11;11;14;13;22;22;22;13;16;17;15
14.07.2023 08:00;14;10;12;11;14;20;26;22;23;23;20;20;18
14.07.2023 09:00;13;10;13;11;15;20;21;24;26;17;21;20;20
14.07.2023 10:00;11;7;14;9;12;18;15;21;24;16;20;18;18
14.07.2023 11:00;15;9;15;10;10;20;14;16;17;17;19;15;16
14.07.2023 12:00;13;9;12;11;10;14;12;15;17;12;15;18;15
14.07.2023 13:00;12;8;12;11;10;14;13;17;18;15;14;15;28
14.07.2023 14:00;10;9;13;10;10;12;12;15;16;19;14;15;14
14.07.2023 15:00;11;10;11;10;9;13;12;14;16;16;13;15;14
14.07.2023 16:00;12;10;11;9;9;13;14;13;15;15;13;15;14
14.07.2023 17:00;11;9;10;10;8;12;13;14;17;21;13;14;15
14.07.2023 18:00;11;9;13;11;9;13;13;12;15;20;14;14;14
14.07.2023 19:00;11;9;11;11;9;12;13;13;16;17;13;14;15
14.07.2023 20:00;12;12;11;10;9;12;11;14;16;18;15;17;15
14.07.2023 21:00;14;10;13;11;11;15;12;16;19;14;17;19;17
14.07.2023 22:00;21;11;17;14;12;15;12;17;21;21;19;21;18
14.07.2023 23:00;17;11;16;13;12;16;13;17;21;23;22;22;21
15.07.2023 00:00;16;11;15;14;12;16;13;18;21;23;18;22;19
15.07.2023 01:00;15;12;14;13;12;15;13;19;21;22;18;21;19
15.07.2023 02:00;15;12;14;13;13;15;13;17;19;18;18;21;18
15.07.2023 03:00;16;12;14;13;14;16;14;17;19;17;18;20;19
15.07.2023 04:00;16;13;15;14;14;17;15;18;20;18;19;20;19
15.07.2023 05:00;16;20;15;13;15;18;16;20;22;19;20;21;19
15.07.2023 06:00;18;14;16;14;15;19;18;21;24;21;21;22;21
15.07.2023 07:00;18;15;16;15;16;21;19;22;28;21;24;23;24
15.07.2023 08:00;19;17;16;16;17;21;21;24;26;21;22;22;22
15.07.2023 09:00;19;17;16;17;16;20;20;22;24;21;22;22;23
15.07.2023 10:00;19;24;16;16;14;21;18;20;24;19;24;23;21
15.07.2023 11:00;19;16;14;16;13;20;17;19;24;20;21;22;20
15.07.2023 12:00;17;14;13;14;12;16;;19;22;20;18;20;19
15.07.2023 13:00;15;13;12;14;11;17;;17;20;20;18;19;16
15.07.2023 14:00;12;11;11;12;10;14;;15;17;23;16;17;17
15.07.2023 15:00;11;10;11;11;9;11;;15;17;20;13;15;14
15.07.2023 16:00;10;10;10;9;7;11;;12;13;21;12;14;13
15.07.2023 17:00;11;12;12;9;8;13;;13;16;14;13;16;14
15.07.2023 18:00;12;13;9;9;8;13;;13;15;14;14;16;15
15.07.2023 19:00;16;11;17;11;10;16;;17;18;19;17;22;21
15.07.2023 20:00;17;12;20;12;11;19;18;20;24;19;18;22;24
15.07.2023 21:00;21;11;22;13;12;23;22;20;25;22;23;25;28
15.07.2023 22:00;22;13;29;14;12;25;24;25;26;27;23;25;33
15.07.2023 23:00;20;13;22;17;15;19;21;23;24;23;24;25;28
16.07.2023 00:00;13;8;13;13;15;14;13;16;18;17;20;19;18
16.07.2023 01:00;11;8;10;12;10;12;12;13;13;12;16;15;15
16.07.2023 02:00;11;9;10;11;9;11;11;12;13;11;15;14;13
16.07.2023 03:00;12;9;10;12;9;12;13;13;13;12;15;16;15
16.07.2023 04:00;11;11;11;12;10;14;14;15;15;13;15;15;15
16.07.2023 05:00;10;11;9;12;9;11;12;11;12;11;13;13;12
16.07.2023 06:00;9;10;8;12;7;9;9;10;10;10;11;11;10
16.07.2023 07:00;8;9;8;11;10;9;10;10;11;9;9;10;10
16.07.2023 08:00;9;11;9;9;11;11;12;12;12;10;11;11;12
16.07.2023 09:00;10;10;9;10;9;11;11;11;11;10;11;12;12
16.07.2023 10:00;9;9;8;11;9;11;11;11;11;11;11;12;11
16.07.2023 11:00;9;9;8;10;9;10;10;10;11;10;10;11;11
16.07.2023 12:00;10;9;9;10;8;11;;11;12;11;12;13;13
16.07.2023 13:00;10;10;10;11;9;12;;12;14;21;13;13;13
16.07.2023 14:00;11;10;11;10;9;13;;13;15;24;13;14;14
16.07.2023 15:00;10;10;12;11;9;11;12;12;14;17;12;13;13
16.07.2023 16:00;11;10;11;11;9;12;12;12;14;23;12;14;13
16.07.2023 17:00;11;10;12;11;8;11;10;11;13;16;13;14;13
16.07.2023 18:00;11;10;11;11;8;12;12;12;13;18;12;13;13
16.07.2023 19:00;11;10;12;11;9;12;13;13;14;15;13;14;13
16.07.2023 20:00;11;10;14;10;10;12;12;13;15;19;14;14;15
16.07.2023 21:00;14;9;14;11;11;13;16;13;15;15;14;16;15
16.07.2023 22:00;13;10;16;10;11;14;14;15;17;13;17;17;18
16.07.2023 23:00;14;11;17;10;11;16;14;20;22;15;19;17;18
17.07.2023 00:00;14;11;20;11;12;17;16;19;20;16;22;20;19
17.07.2023 01:00;16;11;18;10;12;15;18;21;22;18;25;21;17
17.07.2023 02:00;16;11;13;10;12;14;17;17;19;18;29;20;18
17.07.2023 03:00;14;11;13;11;12;15;19;20;21;16;20;17;16
17.07.2023 04:00;13;12;13;11;12;15;17;17;18;15;18;17;17
17.07.2023 05:00;13;11;14;11;13;16;20;18;19;15;16;18;18
17.07.2023 06:00;15;11;14;12;14;18;20;20;21;17;15;18;19
17.07.2023 07:00;17;12;16;12;14;21;25;22;24;19;15;22;20
17.07.2023 08:00;18;14;18;12;16;25;21;25;27;31;17;25;21
17.07.2023 09:00;19;21;17;16;15;23;21;22;21;27;18;24;22
17.07.2023 10:00;18;15;16;19;14;19;19;20;20;26;19;20;19
17.07.2023 11:00;16;15;16;18;12;20;17;18;19;23;16;20;18
17.07.2023 12:00;21;13;15;14;13;23;;18;19;23;23;21;18
17.07.2023 13:00;17;13;15;15;13;16;;17;18;37;18;24;16
17.07.2023 14:00;16;12;15;15;12;17;17;19;18;30;;24;16
17.07.2023 15:00;18;11;14;14;13;17;16;18;18;30;18;20;15
17.07.2023 16:00;15;10;13;14;11;17;17;16;16;27;17;27;14
17.07.2023 17:00;14;10;12;13;11;16;15;14;15;18;14;21;15
17.07.2023 18:00;12;9;12;10;9;12;14;13;14;17;14;17;13
17.07.2023 19:00;10;9;13;11;9;12;14;12;13;13;14;17;14
17.07.2023 20:00;11;9;12;12;9;12;12;12;13;22;14;17;13
17.07.2023 21:00;13;10;12;14;9;13;14;12;14;16;15;20;14
17.07.2023 22:00;15;13;17;13;12;18;21;17;18;19;16;22;17
17.07.2023 23:00;10;9;10;10;10;13;11;12;13;10;12;13;13
18.07.2023 00:00;10;9;9;9;8;11;10;10;11;10;15;13;11
18.07.2023 01:00;8;8;8;8;8;9;10;10;11;9;12;11;10
18.07.2023 02:00;8;7;8;7;7;9;12;9;10;9;11;11;10
18.07.2023 03:00;8;7;7;7;7;9;9;10;10;9;11;10;10
18.07.2023 04:00;8;7;7;8;7;9;13;9;9;8;10;10;10
18.07.2023 05:00;8;7;7;8;8;8;11;9;9;8;10;10;9
18.07.2023 06:00;9;8;8;9;8;10;12;11;11;9;12;12;11
18.07.2023 07:00;10;8;9;9;9;11;16;15;15;11;15;13;13
18.07.2023 08:00;11;9;10;9;10;15;16;19;19;15;18;16;15
18.07.2023 09:00;13;10;11;13;10;19;21;20;20;24;20;19;17
18.07.2023 10:00;13;12;11;14;10;17;18;18;18;17;18;17;16
18.07.2023 11:00;12;10;11;14;10;16;16;14;15;14;17;17;15
18.07.2023 12:00;11;8;11;10;9;11;12;14;15;16;16;16;12
18.07.2023 13:00;11;8;12;10;8;10;12;12;12;14;13;15;11
